doc_type,doc_no,date,entity,unit,buyer,product,qty_kg,hsn,amount,source_zip,source_pdf,page
INV,CND/26-27/218,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Wholesome Nut Mix 75 g,3.6000,20081930,6170.88,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {218} (13th Apr).pdf,1
INV,CND/26-27/218,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,10.8000,20081930,10209.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {218} (13th Apr).pdf,1
INV,CND/26-27/218,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Hazelnut - A Turkish Indulgence 50 g,6.0000,08022200,15327.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {218} (13th Apr).pdf,1
INV,CND/26-27/219,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,10.8000,20081930,11452.32,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {219} (13th Apr).pdf,1
INV,CND/26-27/219,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,14.4000,20081910,15312.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {219} (13th Apr).pdf,1
INV,CND/26-27/219,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,9.0000,20081910,9570.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {219} (13th Apr).pdf,1
INV,CND/26-27/219,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,14.4000,20081910,15312.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {219} (13th Apr).pdf,1
INV,CND/26-27/220,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,16.2000,20081930,15314.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {220} (13th Apr).pdf,1
INV,CND/26-27/220,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {220} (13th Apr).pdf,1
INV,CND/26-27/225,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,BB Royal Safavi Dates 500g,60.0000,08041020,40629.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {225} (13th Apr).pdf,1
INV,CND/26-27/225,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,"BB Royal Dates - Red, Seedless 250 g",22.5000,08041020,4825.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {225} (13th Apr).pdf,1
INV,CND/26-27/225,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,BB Royal Dried Cran Berries 100g,6.0000,20081930,4329.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\BB [CFPL] {225} (13th Apr).pdf,1
INV,SR/CF/26-27/15,13-Apr-26,CFPL,W-202,Cafe Galleries & Stores,Processing & Packaging DATES (99.7 @ Rs.(cid:299) 22.90/-),0.0000,998816,2283.13,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Cafe [CFPL] {15} [Service Bill] (13th Apr).pdf,1
INV,CND/26-27/215,13-Apr-26,CFPL,W-202,D G Foods,Pumpkin Seeds Roasted,50.0000,20081920,20750.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\DG Foods [CFPL] {215} (13th Apr).pdf,1
INV,CND/26-27/261,13-Apr-26,CFPL,W-202,FLYBERRY GOURMET RETAIL PRIVATE LIMITED,Deri Dates,1500.0000,08041020,525000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Flyberry [CFPL] {261} (13th Apr).pdf,1
INV,CND/26-27/261,13-Apr-26,CFPL,W-202,FLYBERRY GOURMET RETAIL PRIVATE LIMITED,MEDJOUL DATES JUMBO,300.0000,08041020,375000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Flyberry [CFPL] {261} (13th Apr).pdf,1
INV,CND/26-27/261,13-Apr-26,CFPL,W-202,FLYBERRY GOURMET RETAIL PRIVATE LIMITED,Medjoul Dates Large,500.0000,08041020,525000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Flyberry [CFPL] {261} (13th Apr).pdf,1
INV,CND/26-27/261,13-Apr-26,CFPL,W-202,FLYBERRY GOURMET RETAIL PRIVATE LIMITED,Medjoul Dates Medium,500.0000,08041020,437500.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Flyberry [CFPL] {261} (13th Apr).pdf,1
INV,CND/26-27/261,13-Apr-26,CFPL,W-202,FLYBERRY GOURMET RETAIL PRIVATE LIMITED,Medjoul Dates Junior,300.0000,08041020,240000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Flyberry [CFPL] {261} (13th Apr).pdf,1
INV,CDPL/26-27/21,13-Apr-26,CDPL,W-202,FUNCTIONAL AND INNOVATIVE FOODS PVT LTD,Al Barakah Date Powder,300.0000,11063090,109500.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\FUNCTIOANL [CDPL] {21} (13th Apr) - Copy.pdf,1
INV,CDPL/26-27/21,13-Apr-26,CDPL,W-202,FUNCTIONAL AND INNOVATIVE FOODS PVT LTD,Al Barakah Date Powder,300.0000,11063090,109500.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\FUNCTIOANL [CDPL] {21} (13th Apr).pdf,1
INV,CDPL/26-27/22,13-Apr-26,CDPL,W-202,FUNCTIONAL AND INNOVATIVE FOODS PVT LTD,Al Barakah Date Powder,200.0000,11063090,73000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\FUNCTIONAL [CDPL] {22} (13th Apr).pdf,1
INV,,13-Apr-26,CFPL,W-202,,AL BARAKAH KHALAS DATES,4000.0000,08041020,480000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\HAG Corporation [CFPL] {Material Out} [12] (13th Apr).pdf,1
INV,,13-Apr-26,CFPL,W-202,,AL BARAKAH KHALAS DATES,5000.0000,08041020,600000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\HAG Corporation [CFPL] {Material Out} [13] (13th Apr).pdf,1
INV,CND/26-27/262,13-Apr-26,CFPL,W-202,KRISHVEDI FARMS PRIVATE LIMITED,Al Barakah Fard Dates,2000.0000,08041020,440000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\KRISHVEDI [CFPL] {262} (13th Apr).pdf,1
INV,CDPL/26-27/20,13-Apr-26,CDPL,W-202,Magson Retail And Distribution Ltd.,King Solomon Medjoul Dates 500 Gms,48.0000,08041020,53760.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Magson [CDPL] {20} (13th Apr).pdf,1
INV,CND/26-27/259,13-Apr-26,CFPL,W-202,Mie Foods India Private Limited,Dark Chocolate Coated Almond Stuffed Khalas Single,1092.1550,18069010,297256.10,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Mie Foods [CFPL] {259} (13th Apr).pdf,1
INV,CND/26-27/259,13-Apr-26,CFPL,W-202,Mie Foods India Private Limited,Dark Chocolate Coated Cashew Stuffed Khalas Single,975.2000,18069010,265424.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Mie Foods [CFPL] {259} (13th Apr).pdf,1
CN,CF/CN/26-27/8,13-Apr-26,CFPL,W-202,Nature’s Basket Limited (NW08),Natures American Almonds 1 KG (1416275),2.0000,08021200,1814.88,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Natures [CFPL] {CN8} (13th Apr).pdf,1
INV,CND/26-27/214,13-Apr-26,CFPL,W-202,NUTS N SPICES,PISTA PERI PERI,40.0000,20081930,46400.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\NUTS N SPICES [CFPL] {214} (13th Apr).pdf,1
INV,CND/26-27/214,13-Apr-26,CFPL,W-202,NUTS N SPICES,King Solomon Medjoul Dates 500 Gms,240.0000,08041020,252000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\NUTS N SPICES [CFPL] {214} (13th Apr).pdf,1
INV,CND/26-27/214,13-Apr-26,CFPL,W-202,NUTS N SPICES,King Solomon Medjoul Dates Jumbo 1kg,160.0000,08041020,208000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\NUTS N SPICES [CFPL] {214} (13th Apr).pdf,1
INV,CND/26-27/214,13-Apr-26,CFPL,W-202,NUTS N SPICES,DEGLET.908 GM,108.9600,08041020,67800.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\NUTS N SPICES [CFPL] {214} (13th Apr).pdf,1
INV,CDPL/26-27/19,13-Apr-26,CDPL,W-202,Reliance Retail Limited (Navi Mumbai),CURATE DATES KIMIA IMP IRAN 500G,680.0000,08041020,228480.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CDPL] {19} (13th Apr).pdf,1
INV,CND/26-27/211,13-Apr-26,CFPL,OTHER,Reliance Retail Limited,PL TURKEY APRICOTS 200G,16.0000,08131000,18595.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {211} (13th Apr).pdf,1
INV,CND/26-27/211,13-Apr-26,CFPL,OTHER,Reliance Retail Limited,PL CLASSIC DATES 500G,176.0000,08041020,29832.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {211} (13th Apr).pdf,1
INV,CND/26-27/211,13-Apr-26,CFPL,OTHER,Reliance Retail Limited,PL SLICED CRANBERRIES 100G,24.0000,20089300,12326.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {211} (13th Apr).pdf,1
INV,CND/26-27/211,13-Apr-26,CFPL,OTHER,Reliance Retail Limited,PL DRIED BLUEBERRIES 100G,8.0000,20089919,10892.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {211} (13th Apr).pdf,1
INV,CND/26-27/211,13-Apr-26,CFPL,OTHER,Reliance Retail Limited,PL ZAHIDI DATES 500G,150.0000,08041020,25185.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {211} (13th Apr).pdf,1
INV,CND/26-27/212,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL TURKEY APRICOTS 200G,24.0000,08131000,27892.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {212} (13th Apr).pdf,1
INV,CND/26-27/212,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL CALIFORNIA PRUNES 200G,8.0000,08132000,5115.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {212} (13th Apr).pdf,1
INV,CND/26-27/212,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL CLASSIC DATES 500G,496.0000,08041020,84072.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {212} (13th Apr).pdf,1
INV,CND/26-27/212,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL SLICED CRANBERRIES 100G,16.0000,20089300,8217.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {212} (13th Apr).pdf,1
INV,CND/26-27/212,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL DRIED BLUEBERRIES 100G,8.0000,20089919,10892.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {212} (13th Apr).pdf,1
INV,CND/26-27/212,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),AL BARAKAH FARD DATES PREMIUM - 500g,24.0000,08041020,6206.88,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {212} (13th Apr).pdf,1
INV,CND/26-27/213,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL TURKEY APRICOTS 200G,16.0000,08131000,18595.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {213} (13th Apr).pdf,1
INV,CND/26-27/213,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL CALIFORNIA PRUNES 200G,8.0000,08132000,5115.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {213} (13th Apr).pdf,1
INV,CND/26-27/213,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL CLASSIC DATES 500G,488.0000,08041020,82716.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {213} (13th Apr).pdf,1
INV,CND/26-27/213,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL SLICED CRANBERRIES 100G,16.0000,20089300,8217.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {213} (13th Apr).pdf,1
INV,CND/26-27/213,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),PL DRIED BLUEBERRIES 100G,8.0000,20089919,10892.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {213} (13th Apr).pdf,1
INV,CND/26-27/213,13-Apr-26,CFPL,W-202,Reliance Retail Limited (Navi Mumbai),AL BARAKAH FARD DATES PREMIUM - 500g,40.0000,08041020,10344.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\RRL [CFPL] {213} (13th Apr).pdf,1
INV,CND/26-27/264,13-Apr-26,CFPL,W-202,S K TRADERS (Sale),PM24-Hamper-Jute Potli With Drawstring And Handle,0.0000,42022910,9900.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\SK Traders [CFPL] {264} (13th Apr).pdf,1
INV,CND/26-27/265,13-Apr-26,CFPL,W-202,SVATRA FOODS LLP,Cocktail Mix,8.0000,20089700,7600.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\SVATRA FOODS [CFPL] {265} (13th Apr).pdf,1
INV,SR/CF/26-27/16,13-Apr-26,CFPL,W-202,SVATRA FOODS LLP,Processing & Packaging Pecun Nut 200 g (10 Units @ Rs.25/-),0.0000,998816,250.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\SVATRA [CFPL] {16} (13th Apr).pdf,1
INV,SR/CF/26-27/17,13-Apr-26,CFPL,W-202,INDSPIRATION FOODS PRIVATE LIMITED,"Processing & Packaging Hari Mirch Roasted Peanuts 140G (8,640 @ Rs.4.03/-)",0.0000,998816,34819.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Taali Foods [CFPL] {17} (13th Apr).pdf,1
INV,CND/26-27/226,13-Apr-26,CFPL,W-202,Tajir Private Ltd,AL BARAKAH KHALAS,10.0000,08041020,1300.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tajir [CFPL] {226} (13th Apr).pdf,1
INV,CND/26-27/263,13-Apr-26,CFPL,W-202,Tajir Private Ltd,Al Barakah Fard Dates,4000.0000,08041020,860000.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tajir [CFPL] {263} (13th Apr).pdf,1
INV,CND/26-27/221,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Wholesome Nut Mix 75 g,5.4000,20081930,9256.32,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {221} (13th Apr).pdf,1
INV,CND/26-27/221,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,9.0000,20081930,8508.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {221} (13th Apr).pdf,1
INV,CND/26-27/221,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Brazil Nut - Gems Of South Africa 50 g,10.8000,08012200,35709.12,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {221} (13th Apr).pdf,1
INV,CND/26-27/221,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,5.4000,20081930,5726.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {221} (13th Apr).pdf,1
INV,CND/26-27/222,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Wholesome Nut Mix 75 g,1.8000,20081930,3085.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {222} (13th Apr).pdf,1
INV,CND/26-27/222,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Berries 75 g,1.8000,20081930,1804.08,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {222} (13th Apr).pdf,1
INV,CND/26-27/223,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,5.4000,20081930,5104.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {223} (13th Apr).pdf,1
INV,CND/26-27/223,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Brazil Nut - Gems Of South Africa 50 g,1.2000,08012200,3967.68,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {223} (13th Apr).pdf,1
INV,CND/26-27/223,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Hazelnut - A Turkish Indulgence 50 g,2.4000,08022200,6131.04,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {223} (13th Apr).pdf,1
INV,CND/26-27/223,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,1.8000,20081930,1908.72,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {223} (13th Apr).pdf,1
INV,CND/26-27/223,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {223} (13th Apr).pdf,1
INV,CND/26-27/224,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Wholesome Nut Mix 75 g,3.6000,20081930,6170.88,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {224} (13th Apr).pdf,1
INV,CND/26-27/224,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Berries 75 g,3.6000,20081930,3608.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {224} (13th Apr).pdf,1
INV,CND/26-27/224,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Trail Mix - Mixed Dry Fruits 75 g,5.4000,20081930,5104.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {224} (13th Apr).pdf,1
INV,CND/26-27/224,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Brazil Nut - Gems Of South Africa 50 g,1.2000,08012200,3967.68,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {224} (13th Apr).pdf,1
INV,CND/26-27/224,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Smoked Almonds - Flavourful & Crunchy 75 g,3.6000,20081930,3817.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {224} (13th Apr).pdf,1
INV,CND/26-27/224,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {224} (13th Apr).pdf,1
INV,CND/26-27/224,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd.,Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,1.8000,20081910,1914.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {224} (13th Apr).pdf,1
INV,CND/26-27/228,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Pecan Nuts - Iconic American Nut 50 g,3.6000,08029000,7902.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {228} (13th Apr).pdf,1
INV,CND/26-27/229,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Wholesome Nut Mix 75 g,3.6000,20081930,6170.88,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {229} (13th Apr).pdf,1
INV,CND/26-27/229,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Mixed Berries 75 g,3.6000,20081930,3608.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {229} (13th Apr).pdf,1
INV,CND/26-27/229,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Mixed Dry Fruits 75 g,5.4000,20081930,5104.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {229} (13th Apr).pdf,1
INV,CND/26-27/229,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Brazil Nut - Gems Of South Africa 50 g,6.0000,08012200,19838.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {229} (13th Apr).pdf,1
INV,CND/26-27/229,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Hazelnut - A Turkish Indulgence 50 g,6.0000,08022200,15327.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {229} (13th Apr).pdf,1
INV,CND/26-27/230,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Wholesome Nut Mix 75 g,1.8000,20081930,3085.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {230} (13th Apr).pdf,1
INV,CND/26-27/230,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Mixed Berries 75 g,7.2000,20081930,7216.32,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {230} (13th Apr).pdf,1
INV,CND/26-27/230,13-Apr-26,CFPL,W-202,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Mixed Dry Fruits 75 g,3.6000,20081930,3403.20,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {230} (13th Apr).pdf,1
INV,CND/26-27/231,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Brazil Nut - Gems Of South Africa 50 g,3.6000,08012200,11903.04,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {231} (13th Apr).pdf,1
INV,CND/26-27/231,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Hazelnut - A Turkish Indulgence 50 g,1.2000,08022200,3065.52,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {231} (13th Apr).pdf,1
INV,CND/26-27/231,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Smoked Almonds - Flavourful & Crunchy 75 g,5.4000,20081930,5726.16,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {231} (13th Apr).pdf,1
INV,CND/26-27/231,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Peri Peri Cashew - Flavourful & Crunchy 75 g,5.4000,20081910,5742.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {231} (13th Apr).pdf,1
INV,CND/26-27/231,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Roasted Almonds With Pink Salt - Flavourful & Crunchy 75 g,5.4000,20081930,5540.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {231} (13th Apr).pdf,1
INV,CND/26-27/231,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Chilli Garlic Cashew - Flavourful & Crunchy 75 g,3.6000,20081910,3828.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {231} (13th Apr).pdf,1
INV,CND/26-27/231,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Lemon Pepper Cashew - Flavourful & Crunchy 75 g,5.4000,20081910,5742.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {231} (13th Apr).pdf,1
INV,CND/26-27/232,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Wholesome Nut Mix 75 g,1.8000,20081930,3085.44,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {232} (13th Apr).pdf,1
INV,CND/26-27/232,13-Apr-26,CFPL,OTHER,Innovative Retail Concepts Pvt. Ltd. (AHM),Tasties Trail Mix - Mixed Dry Fruits 75 g,7.2000,20081930,6806.40,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\130426\Tasties [CFPL] {232} (13th Apr).pdf,1
