fg_name,cycle_archetype,stage_seq,stage_bucket,stage_label,input_code,input_kind,output_code,output_kind,create_wip_operation
Carnival Almond Choco Bite (Milk Chocolate) 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0042,SFG,FG,FG,
Carnival Almond Choco Bite (White Chocolate) 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0042,SFG,Roasting + Enrobe / Choco-Coat
Carnival Almond Choco Bite (White Chocolate) 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0042,SFG,FG,FG,
Carnival Almond Smoked Paprika 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Almond Smoked Paprika 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0043,SFG,Roast & Flavour/Salt
Carnival Almond Smoked Paprika 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0043,SFG,FG,FG,
Carnival Almonds - Indepance 200g Mono Carton,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Almonds - Independence 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Almonds 250 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Almonds Independence 1Kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Apricot Turkey 1x2 300gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Arabian 350gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Barbeque Cashew 100gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0019,SFG,FG,FG,
Carnival Barbeque Cashew 200gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0019,SFG,FG,FG,
Carnival Barbeque Makhana 125 Gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0044,SFG,Roast & Flavour/Salt
Carnival Barbeque Makhana 125 Gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0044,SFG,FG,FG,
Carnival Barbeque Makhana 55g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0044,SFG,Roast & Flavour/Salt
Carnival Barbeque Makhana 55g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0044,SFG,FG,FG,
Carnival Berry Barbeque Trail Mix 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0045,SFG,Roast & Flavour/Salt
Carnival Berry Barbeque Trail Mix 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0045,SFG,FG,FG,
Carnival Black Pepper Makhana 125 Gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0046,SFG,Roast & Flavour/Salt
Carnival Black Pepper Makhana 125 Gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0046,SFG,FG,FG,
Carnival Black Pepper Makhana 55g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0046,SFG,Roast & Flavour/Salt
Carnival Black Pepper Makhana 55g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0046,SFG,FG,FG,
Carnival Black Pepper Pistachio 80g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Blueberries Dried - 250G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Blueberry 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival California Almonds Independence 1kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival California Pista Roasted and Salted 800g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0047,SFG,Roast & Flavour/Salt
Carnival California Pista Roasted and Salted 800g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0047,SFG,FG,FG,
Carnival California Pistachio 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival California Pitted Prunes 300 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Caramel Sesame Walnut 150g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0048,SFG,Roast & Flavour/Salt
Carnival Caramel Sesame Walnut 150g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0048,SFG,FG,FG,
Carnival Caramel Sesame Walnut 70g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0048,SFG,Roast & Flavour/Salt
Carnival Caramel Sesame Walnut 70g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0048,SFG,FG,FG,
Carnival Cashew (400 - 450) 200g Mono Carton,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Cashew Roasted And Salted 250g,C: Pack of existing SFG,1,Final FG,Packing,SFG0262,SFG,FG,FG,
Carnival Chatpata Black Raisins 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0049,SFG,Roast & Flavour/Salt
Carnival Chatpata Black Raisins 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0049,SFG,FG,FG,
Carnival Chatpata Cranberry 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Chatpata Cranberry 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Chatpata Prunes 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Cheese Cashew 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0050,SFG,Roast & Flavour/Salt
Carnival Cheese Cashew 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0050,SFG,FG,FG,
Carnival Cheese Cashew 230g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0050,SFG,Roast & Flavour/Salt
Carnival Cheese Cashew 230g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0050,SFG,FG,FG,
Carnival Cheese Makhana 125g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0051,SFG,Roast & Flavour/Salt
Carnival Cheese Makhana 125g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0051,SFG,FG,FG,
Carnival Cheese Makhana 55g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0051,SFG,Roast & Flavour/Salt
Carnival Cheese Makhana 55g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0051,SFG,FG,FG,
Carnival Choco Orange Walnut 150gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0052,SFG,Roast & Flavour/Salt
Carnival Choco Orange Walnut 150gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0052,SFG,FG,FG,
Carnival Classic Almonds 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Almonds 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Anjeer 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Cashew 250 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Chia Seeds 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Date Bites 357gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0053,SFG,Blend & Form
Carnival Classic Date Bites 357gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0053,SFG,FG,FG,
Carnival Classic Hazelnut 250 GMS,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Indian Kishmish 500 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Indian Raisins 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Irani Pistachio Salted 80g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Classic Pumpkin Seeds 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0054,SFG,Roasting
Carnival Classic Pumpkin Seeds 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0054,SFG,FG,FG,
Carnival Classic Sunflower Seeds 100G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0055,SFG,Roasting
Carnival Classic Sunflower Seeds 100G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0055,SFG,FG,FG,
Carnival Cocktail Mix 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0056,SFG,Roast & Flavour/Salt
Carnival Cocktail Mix 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0056,SFG,FG,FG,
Carnival Cocktail Mix 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0056,SFG,Roast & Flavour/Salt
Carnival Cocktail Mix 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0056,SFG,FG,FG,
Carnival Cocktail Mix 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0056,SFG,Roast & Flavour/Salt
Carnival Cocktail Mix 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0056,SFG,FG,FG,
Carnival Cocktail Mix Plain Pouch 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0057,SFG,Roast & Flavour/Salt
Carnival Cocktail Mix Plain Pouch 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0057,SFG,FG,FG,
Carnival Cranberry Flavoured Chatpata 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Cranberry Sliced 250 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Cranberry Whole - 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Cranberry Whole 250G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Crunchy Caramel Trail Mix 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0058,SFG,Roast & Flavour/Salt
Carnival Crunchy Caramel Trail Mix 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0058,SFG,FG,FG,
Carnival Crunchy Caramel Trail Mix 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0058,SFG,Roast & Flavour/Salt
Carnival Crunchy Caramel Trail Mix 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0058,SFG,FG,FG,
Carnival Crunchy Caramel Trail Mix 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0058,SFG,Roast & Flavour/Salt
Carnival Crunchy Caramel Trail Mix 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0058,SFG,FG,FG,
Carnival Deluxe Seeded Black Raisin 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Dried Blueberry 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Dried Blueberry 250g - Tub,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Dried Cranberry Whole 100g (PP),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Dried Cranberry Whole 250g - Tub,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Almonds (27-28 count) 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Almonds (27-28 count) 125gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Almonds (27-28 count) 150gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Almonds (27-28 count) 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Black Raisin Seedless 150gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding,RM,RM,SFG0059,SFG,De-Seeding
Carnival Festive Black Raisin Seedless 150gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0059,SFG,FG,FG,
Carnival Festive California Pista (21-26) 100gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0060,SFG,Roast & Flavour/Salt
Carnival Festive California Pista (21-26) 100gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0060,SFG,FG,FG,
Carnival Festive California Pista (21-26) 125gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive California Pista (21-26) 150gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive California Pista (21-26) 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive California Pista (21-26) 80gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0060,SFG,Roast & Flavour/Salt
Carnival Festive California Pista (21-26) 80gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0060,SFG,FG,FG,
Carnival Festive Cashew (320) 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Cashew (320) 125gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Cashew (320) 150gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Cashew (320) 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Cashew (320) 80gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Chatpata Cranberry 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Chatpata Cranberry 120g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Chatpata Cranberry 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Chatpata Cranberry 80gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0061,SFG,Roast & Flavour/Salt
Carnival Festive Chatpata Cranberry 80gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0061,SFG,FG,FG,
Carnival Festive Crunchy Caramel Trail Mix 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0062,SFG,Roast & Flavour/Salt
Carnival Festive Crunchy Caramel Trail Mix 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0062,SFG,FG,FG,
Carnival Festive Flavoured Cashew (320) 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Flavoured Cashew (320) 80gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Indian Raisin 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Indian Raisin 150gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Indian Raisin 175gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Indian Raisin 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Indian Raisin 250gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Nuts & Seeds Mix 120g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0063,SFG,Roasting
Carnival Festive Nuts & Seeds Mix 120g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0063,SFG,FG,FG,
Carnival Festive Paan Cranberry 125gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0064,SFG,Roast & Flavour/Salt
Carnival Festive Paan Cranberry 125gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0064,SFG,FG,FG,
Carnival Festive Paan Raisin 125gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0065,SFG,Roast & Flavour/Salt
Carnival Festive Paan Raisin 125gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0065,SFG,FG,FG,
Carnival Festive Salted Almonds (27-28 Count) 230gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0066,SFG,Roast & Flavour/Salt
Carnival Festive Salted Almonds (27-28 Count) 230gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0066,SFG,FG,FG,
Carnival Festive Salted Almonds (27-28 count) 100gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0066,SFG,Roast & Flavour/Salt
Carnival Festive Salted Almonds (27-28 count) 100gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0066,SFG,FG,FG,
Carnival Festive Salted Almonds (27-28 count) 150gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0066,SFG,Roast & Flavour/Salt
Carnival Festive Salted Almonds (27-28 count) 150gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0066,SFG,FG,FG,
Carnival Festive Salted Almonds (27-28 count) 80gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Salted Cashew (320) 150gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Festive Salted Cashew (320) 230gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0067,SFG,Roast & Flavour/Salt
Carnival Festive Salted Cashew (320) 230gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0067,SFG,FG,FG,
Carnival Festive Seedless Black Raisin 200gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: De-Seeding,RM,RM,SFG0068,SFG,De-Seeding
Carnival Festive Seedless Black Raisin 200gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0068,SFG,FG,FG,
Carnival FestiveSalted Cashew (320) 100gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0069,SFG,Roast & Flavour/Salt
Carnival FestiveSalted Cashew (320) 100gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0069,SFG,FG,FG,
Carnival Flax Seeds 100G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0070,SFG,Roasting
Carnival Flax Seeds 100G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0070,SFG,FG,FG,
Carnival Ganpati Date Mewa Box 242g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0071,SFG,Blend & Form
Carnival Ganpati Date Mewa Box 242g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0071,SFG,FG,FG,
Carnival Green Chilli Cashew 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Green Chilli Cashew 230g,C: Pack of existing SFG,1,Final FG,Packing,SFG0169,SFG,FG,FG,
Carnival Himalayan Salt & Pepper Pistachios 25g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0072,SFG,Roast & Flavour/Salt
Carnival Himalayan Salt & Pepper Pistachios 25g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0072,SFG,FG,FG,
Carnival Honey Roasted Almonds 100G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0073,SFG,Roast & Flavour/Salt
Carnival Honey Roasted Almonds 100G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0073,SFG,FG,FG,
Carnival Indian Green Raisins 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Indian Kishmish 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Iranian Pistachio 250 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Jumbo Salted Cashew with Skin 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Macadamia 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Madhur Mahotsav DF Box 4P 400g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Magic Moments 4P 600gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Mangalmay Utsav DF Box 6P 600g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Mocha Mojo Trail Mix 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0074,SFG,Roast & Flavour/Salt
Carnival Mocha Mojo Trail Mix 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0074,SFG,FG,FG,
Carnival Mocha Mojo Trail Mix 200g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0074,SFG,Roast & Flavour/Salt
Carnival Mocha Mojo Trail Mix 200g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0074,SFG,FG,FG,
Carnival Mocha Mojo Trail Mix 250g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0074,SFG,Roast & Flavour/Salt
Carnival Mocha Mojo Trail Mix 250g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0074,SFG,FG,FG,
Carnival Nuts & Seed Mix 100gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0075,SFG,Roasting
Carnival Nuts & Seed Mix 100gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0075,SFG,FG,FG,
Carnival Oman Dates 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Pan Raisin 125g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0076,SFG,Roast & Flavour/Salt
Carnival Pan Raisin 125g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0076,SFG,FG,FG,
Carnival Pepper Cashew 100G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0077,SFG,Roast & Flavour/Salt
Carnival Pepper Cashew 100G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0077,SFG,FG,FG,
Carnival Pepper Cashew 125gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0077,SFG,Roast & Flavour/Salt
Carnival Pepper Cashew 125gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0077,SFG,FG,FG,
Carnival Pepper Cashew 200G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0077,SFG,Roast & Flavour/Salt
Carnival Pepper Cashew 200G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0077,SFG,FG,FG,
Carnival Pepper Pistachios 200G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0078,SFG,Roast & Flavour/Salt
Carnival Pepper Pistachios 200G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0078,SFG,FG,FG,
Carnival Peri Peri Cashew 100 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Peri Peri Cashew 150gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0235,SFG,FG,FG,
Carnival Peri Peri Cashew 200gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0235,SFG,FG,FG,
Carnival Peri Peri Makhana 125g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0079,SFG,Roast & Flavour/Salt
Carnival Peri Peri Makhana 125g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0079,SFG,FG,FG,
Carnival Peri Peri Makhana 55g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0079,SFG,Roast & Flavour/Salt
Carnival Peri Peri Makhana 55g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0079,SFG,FG,FG,
Carnival Peri Peri Walnut 150g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0080,SFG,Roast & Flavour/Salt
Carnival Peri Peri Walnut 150g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0080,SFG,FG,FG,
Carnival Pine Nut 100 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Pitted Prunes 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Popcorn Makhana 125g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0081,SFG,Roast & Flavour/Salt
Carnival Popcorn Makhana 125g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0081,SFG,FG,FG,
Carnival Popcorn Makhana 55gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0081,SFG,Roast & Flavour/Salt
Carnival Popcorn Makhana 55gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0081,SFG,FG,FG,
"Carnival Premium Brazil Nuts, 250 Gms",D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Premium Cocktail Mix 100g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0082,SFG,Roast & Flavour/Salt
Carnival Premium Cocktail Mix 100g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0082,SFG,FG,FG,
Carnival Premium Cocktail Mix 250 Gms,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0082,SFG,Roast & Flavour/Salt
Carnival Premium Cocktail Mix 250 Gms,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0082,SFG,FG,FG,
Carnival Premium Kesar 0.5 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Premium Macadamia Nut 250 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Premium Pecan Nuts 200g Mono Carton,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Premium Pecan Nuts 250 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Premium Walnut Kernels 250 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Carnival Pudina Almonds 125g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0083,SFG,Roast & Flavour/Salt
