fg_name,cycle_archetype,stage_seq,stage_bucket,stage_label,input_code,input_kind,output_code,output_kind,create_wip_operation
Macadamia Roasted Salted - Size 0,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Macadamia Roasted Salted - Size 1,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Makhana Black Pepper,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0183,SFG,Roast & Flavour/Salt
Makhana Black Pepper,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0183,SFG,FG,FG,
Makhana Black Salt 75gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0184,SFG,Roast & Flavour/Salt
Makhana Black Salt 75gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0184,SFG,FG,FG,
Makhana Chilli Lime 75gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0185,SFG,Roast & Flavour/Salt
Makhana Chilli Lime 75gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0185,SFG,FG,FG,
Makhana Himalayan Pink Salt,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0186,SFG,Roast & Flavour/Salt
Makhana Himalayan Pink Salt,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0186,SFG,FG,FG,
Makhana Himalayan Pink Salt 75gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Makhana Masala,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0187,SFG,Roast & Flavour/Salt
Makhana Masala,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0187,SFG,FG,FG,
Makhana Peri Peri,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0188,SFG,Roast & Flavour/Salt
Makhana Peri Peri,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0188,SFG,FG,FG,
Makhana Tangy Tomato 75gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Masala Cashew,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0189,SFG,Roast & Flavour/Salt
Masala Cashew,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0189,SFG,FG,FG,
Masala Raisin,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Methi Dryfruit Laddu bar 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0190,SFG,Blend & Form
Methi Dryfruit Laddu bar 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0190,SFG,FG,FG,
Milk Almond Draggies,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0191,SFG,Roasting + Enrobe / Choco-Coat
Milk Almond Draggies,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0191,SFG,FG,FG,
Milk Chocolate Coated Date Bites,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0192,SFG,Blend & Form
Milk Chocolate Coated Date Bites,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0192,SFG,FG,FG,
Millennium Nut Mix,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Mocha Mojo Trail Mix,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0193,SFG,Roast & Flavour/Salt
Mocha Mojo Trail Mix,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0193,SFG,FG,FG,
Moon Freeze Banana Date Fruit Bar - 10 GM,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0194,SFG,Blend & Form
Moon Freeze Banana Date Fruit Bar - 10 GM,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0194,SFG,FG,FG,
Moon Freeze Banana Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0194,SFG,Blend & Form
Moon Freeze Banana Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0194,SFG,FG,FG,
Moon Freeze Mango Date Fruit Bar - 10 GM,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0195,SFG,Blend & Form
Moon Freeze Mango Date Fruit Bar - 10 GM,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0195,SFG,FG,FG,
Moon Freeze Mango Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0195,SFG,Blend & Form
Moon Freeze Mango Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0195,SFG,FG,FG,
Moon Freeze Pineapple Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0196,SFG,Blend & Form
Moon Freeze Pineapple Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0196,SFG,FG,FG,
Moon Freeze Pineapple Date Fruit Bar -10 GM,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0196,SFG,Blend & Form
Moon Freeze Pineapple Date Fruit Bar -10 GM,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0196,SFG,FG,FG,
Moon Freeze Strawberry Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0197,SFG,Blend & Form
Moon Freeze Strawberry Date Fruit Bar - 45 Gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0197,SFG,FG,FG,
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0197,SFG,Blend & Form
Moon Freeze Strawberry Date Fruit Bar -10 GM,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0197,SFG,FG,FG,
NATAPURE Almond 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NATAPURE Roasted Almonds 175gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NATURES FIGS 250GM (1357008),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NATURES FIGS 500G (1357009),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NATURES MACADAMIA ROASTED&SALTED 100g (1443558),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0199,SFG,Roast & Flavour/Salt
NATURES MACADAMIA ROASTED&SALTED 100g (1443558),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0199,SFG,FG,FG,
NB AMERICAN ALMOND LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB AMERICAN ALMOND SELECTED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB ANJEER LARGE (SLW) LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB ANJEER SELECT (WHITE) LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB ANJEER SMALL (1X1W) LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB APRICOT SEEDLESS (TURKEY) DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB APRICOT WHOLE DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB BARBEQUE ALMOND LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0200,SFG,Roast & Flavour/Salt
NB BARBEQUE ALMOND LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0200,SFG,FG,FG,
NB BARBEQUE CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0201,SFG,Roast & Flavour/Salt
NB BARBEQUE CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0201,SFG,FG,FG,
NB BLACK PEPPER CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0202,SFG,Roast & Flavour/Salt
NB BLACK PEPPER CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0202,SFG,FG,FG,
NB BLACK RAISIN SEEDLESS LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB BLACKBERRY DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB BLACKCURRANT DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB BLUEBERRY DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB BRAZIL NUT LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB CASHEW W150 LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB CASHEW W180 LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB CASHEW W240 LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB CHARCOAL CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0203,SFG,Roast & Flavour/Salt
NB CHARCOAL CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0203,SFG,FG,FG,
NB CHEESE CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0204,SFG,Roast & Flavour/Salt
NB CHEESE CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0204,SFG,FG,FG,
NB CHIA SEED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB CRANBERRY DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED BABY ORANGE LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED CHERRY LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED GINGER LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED GUAVA LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED KIWI LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED MANGO SLICED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED PEACH GREEN LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED PEACH RED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED PEACH YELLOW LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED PINEAPPLE COIN LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED PINEAPPLE RING LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB DEHYDRATED STRAWBERRY LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB FLAX SEED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB GOJI BERRY DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB GREEN CHILLY CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0205,SFG,Roast & Flavour/Salt
NB GREEN CHILLY CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0205,SFG,FG,FG,
NB HAZELNUT LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB HONEY ROAST ALMOND LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB MACADAMIA INSHELL VANILLA LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB MACADAMIA LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB MAMRA ALMOND CLASSIC LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB MAMRA ALMOND ROYAL LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB MAMRA ALMOND ROYAL LOOSE_x000D_,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB MASALA CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0206,SFG,Roast & Flavour/Salt
NB MASALA CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0206,SFG,FG,FG,
NB MASALA RAISIN LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0207,SFG,Roast & Flavour/Salt
NB MASALA RAISIN LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0207,SFG,FG,FG,
NB MILLENNIUM NUT MIX LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB MUNAKKA LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PAAN RAISIN LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0208,SFG,Roast & Flavour/Salt
NB PAAN RAISIN LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0208,SFG,FG,FG,
NB PECAN NUT LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PERI-PERI CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0209,SFG,Roast & Flavour/Salt
NB PERI-PERI CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0209,SFG,FG,FG,
NB PINENUT LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PISTACHIO AKBARI LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PISTACHIO IRANI LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PISTACHIO KERNEL 5 STAR LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PISTACHIO KERNEL PREMIUM LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PRUNES DRIED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB PUMPKIN SEED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB RAISIN AFGHAN,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB RAISIN INDIAN PREMIUM LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB RAISIN SANDUKANI LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB ROASTED & SALTED ALMOND LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0210,SFG,Roast & Flavour/Salt
NB ROASTED & SALTED ALMOND LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0210,SFG,FG,FG,
NB ROASTED & SALTED CASHEW LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0211,SFG,Roast & Flavour/Salt
NB ROASTED & SALTED CASHEW LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0211,SFG,FG,FG,
NB ROASTED MACADAMIA INSHELL LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0212,SFG,Roasting
NB ROASTED MACADAMIA INSHELL LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0212,SFG,FG,FG,
NB SMOKED ALMOND LOOSE,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0213,SFG,Roast & Flavour/Salt
NB SMOKED ALMOND LOOSE,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0213,SFG,FG,FG,
NB SRIRACHA CASHEW LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB SUNFLLOWER SEED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB TRAIL MIX - POWER SEED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB TRAIL MIX - PREMIUM NUT LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB TRAIL MIX SALTED COCKTAIL LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB TRAIL MIX- EVERY HEALTH LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB WALNUTS CHILEAN LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NB WATERMELON SEED LOOSE,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NOICE Choco Health Laddoo (18g*5),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
NOICE Date Bites (18g*5),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0214,SFG,Blend & Form
NOICE Date Bites (18g*5),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0214,SFG,FG,FG,
Nature Dried Kiwi 200 Gm ( 1411658 ),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Almonds Reg 200 Gm (1411651),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Almons Reg 500 Gm ( 1411652 ),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures American Almond 100g (1340528),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures American Almond 250g (1340524),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures American Almonds 1 KG (1416275),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures American Alomnd 500g (1350926),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Black Rasin 200g (1340522),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures California Pista Reg 200 Gm (1411656),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Cashew Reg 200 Gm ( 1411653 ),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Cashew Split 200g (1356008),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,RM,RM,SFG0198,SFG,Blanch & Slice
Natures Cashew Split 200g (1356008),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0198,SFG,FG,FG,
Natures Cashew W 210 500g (1356007),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Cashew W210 100g (1340520),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Cashew W210 250g (1340525),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Dried Amla 200 Gm ( 1411660 ),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Dried Cherry 200 Gm ( 1411661 ),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Dried Pineapple 200 Gm ( 1411659 ),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Dried Strawberry 200 Gm (1411657),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Indian Raisin Reg 200 Gm (1411654),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Indian Raisin Reg 500 Gm (1411655),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Pista Iranian 100g (1340521),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Pista Iranian 250g (1340529),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Pistachia Iranian 500g (1340527),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Pisto Unshelled 200g (1340526),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Premium Mixed Dry Fruits 250g(1356314),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Raisin 100g (1340523),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Raisin 250g (1340519),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Natures Raisin 500g (1356006),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Nut Flex - Italian Herbs 33gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0215,SFG,Roast & Flavour/Salt
Nut Flex - Italian Herbs 33gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0215,SFG,FG,FG,
Nut Flex - Italian Herbs 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0215,SFG,Roast & Flavour/Salt
Nut Flex - Italian Herbs 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0215,SFG,FG,FG,
Nuts & Seed Mix,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Nuts and Cardamom Date Balls 48 gms,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0216,SFG,Blend & Form
Nuts and Cardamom Date Balls 48 gms,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0216,SFG,FG,FG,
OATS,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
ON THE RUN Assorted Energy Bars (Pack of 6x30g),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0218,SFG,Blend & Form
ON THE RUN Assorted Energy Bars (Pack of 6x30g),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0218,SFG,FG,FG,
ON THE RUN Choco Crunch Energy Bars (Pack of 6x30g),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
ON THE RUN Choco Crunch Energy Bars 30g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0219,SFG,Blend & Form
ON THE RUN Choco Crunch Energy Bars 30g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0219,SFG,FG,FG,
ON THE RUN Fig and Date Energy Bar (Pack of 6x30 g),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0221,SFG,Blend & Form
ON THE RUN Fig and Date Energy Bar (Pack of 6x30 g),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0221,SFG,FG,FG,
ON THE RUN Fig and Date Energy Bar 30g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0221,SFG,Blend & Form
ON THE RUN Fig and Date Energy Bar 30g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0221,SFG,FG,FG,
ON THE RUN Hazelnut Magic Energy Bar 30g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0222,SFG,Blend & Form
ON THE RUN Hazelnut Magic Energy Bar 30g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0222,SFG,FG,FG,
"ON THE RUN Oats, Apricot & Cranberry Energy Bar 30g",B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0223,SFG,Blend & Form
"ON THE RUN Oats, Apricot & Cranberry Energy Bar 30g",B: Transform->Pack (in-line),2,Final FG,Packing,SFG0223,SFG,FG,FG,
Oman Dates 250g (1356292),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Omega Mix- Lemon Pepper 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0217,SFG,Roast & Flavour/Salt
Omega Mix- Lemon Pepper 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0217,SFG,FG,FG,
On the Run Coffee Bite 10g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0220,SFG,Blend & Form
On the Run Coffee Bite 10g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0220,SFG,FG,FG,
Ontherun Coffee Bite (Pack of 15x10g),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0224,SFG,Blend & Form
Ontherun Coffee Bite (Pack of 15x10g),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0224,SFG,FG,FG,
Ontherun Coffee Bite (Pack of 6*10g),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0224,SFG,Blend & Form
Ontherun Coffee Bite (Pack of 6*10g),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0224,SFG,FG,FG,
Oriental Dates,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
PEANUT BUTTER,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0227,SFG,Roast & Flavour/Salt
PEANUT BUTTER,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0227,SFG,FG,FG,
PEPPER SNACK MIX,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0234,SFG,Roast & Flavour/Salt
PEPPER SNACK MIX,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0234,SFG,FG,FG,
PISTA PERI PERI,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0241,SFG,Roast & Flavour/Salt
PISTA PERI PERI,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0241,SFG,FG,FG,
PL CALIFORNIA PRUNES 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
PL CLASSIC DATES 500G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
PL DRIED BLUEBERRIES 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
PL SLICED CRANBERRIES 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
PL TURKEY APRICOTS 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
PL ZAHIDI DATES 500G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
PREMIA ALMONDS SMOKD-100G,C: Pack of existing SFG,1,Final FG,Packing,SFG0284,SFG,FG,FG,
Pan Cranberry,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0225,SFG,Roast & Flavour/Salt
