sfg_code,particulars,item_type,item_group,uom,sale_group,gst,batch_strategy,create_wip_operation,sfg_origin,already_in_all_sku,needs_cataloguing,possible_existing_match
SFG0325,YUMASANA COATED PEANUTS - BARB EQUE · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0326,YUMASANA COATED PEANUTS - CHILLI GARLIC · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0327,YUMASANA COATED PEANUTS - PERI PERI · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0328,YUMASANA COATED PEANUTS - THAI CHILLI · WIP · RoastFlav,sfg,PEANUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0329,Zorro Maple Glazed Pecans · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0330,Zorro Pecan Grain Free Granola · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0331,Zorro Roasted & Lightly Salted Pecans · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0332,Zorro Sweet & Spicy Pe · WIP · RoastFlav,sfg,PREMIUM NUTS,kg,wip,,FIFO,Roast & Flavour/Salt,DERIVED_INLINE,N,Y,
SFG0333,Chilean Walnut Kernel Quarter,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0334,Coated Peanuts Pudina Patakha Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,N,Y,
SFG0335,Coated Peanuts Tandoori Toofan Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0336,Coated Peanuts Thai Flavour Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0337,Premia Breakfast Mix Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0338,Premia Nuts & Seeds Mix Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0339,Premia Trail Mix Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0340,Roasted Cashew Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0341,Chilli Almonds Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0342,Chilli Garlic Cashew Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
SFG0343,Roasted Independence Almonds Bulk,sfg,,kg,wip,,FIFO,(routing on bulk article),EXISTING_BOM_ARTICLE,Y,Y,
